0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1999-01-12,24.02995,23.02995,23.02995,23.02995,24.02995,24.36995,24.02995,24.36995,25.52995,25.52995,25.52995,37.52995,37.52995,25.52995,25.52995,25.52995,25.52995,25.52995,37.52995,37.52995,25.52995,30.55995,27.02995,24.36995
1999-01-13,21.52995,21.52995,21.52995,21.52995,21.52995,22.52995,22.52995,22.52995,23.52995,23.52995,23.52995,23.52995,23.52995,23.52995,23.52995,22.52995,22.52995,22.52995,23.52995,23.52995,23.52995,23.52995,23.02995,22.32995
1999-01-14,21.51495,21.51495,21.51495,21.51495,21.51495,22.02995,22.02995,27.52995,37.52995,22.02995,22.02995,22.02995,22.02995,22.02995,27.52995,22.02995,27.52995,37.52995,22.02995,22.02995,22.02995,22.02995,27.02995,21.62995
1999-01-15,22.02995,22.02995,22.02995,22.02995,27.02995,27.02995,27.52995,27.52995,27.52995,22.02995,22.02995,37.52995,37.52995,22.02995,22.02995,27.52995,27.52995,22.02995,22.02995,37.52995,22.02995,27.52995,27.02995,22.02995
1999-01-16,27.02995,27.02995,27.02995,27.02995,27.02995,27.02995,22.02995,27.52995,27.52995,22.52995,22.52995,22.52995,22.52995,22.52995,22.52995,36.52995,36.52995,36.52995,22.52995,37.52995,22.52995,22.52995,22.52995,22.02995
1999-01-17,27.02495,27.02495,22.02995,22.02995,22.02995,22.02995,21.62995,21.62995,21.72995,21.72995,21.72995,21.72995,21.72995,22.02995,21.62995,22.02995,22.02995,21.72995,21.72995,22.02995,21.72995,22.02995,22.02995,27.52995
1999-01-18,27.02995,21.82995,21.82995,21.82995,27.02995,27.52995,22.679949999999998,27.52995,27.52995,37.52995,37.52995,37.52995,37.52995,27.52995,27.52995,21.82995,21.82995,36.52995,37.52995,40.52995,37.52995,37.52995,27.52995,27.52995
1999-01-19,27.02995,27.02995,27.02995,27.02995,27.02995,27.02995,22.52995,27.52995,27.52995,25.52995,22.52995,22.52995,22.52995,21.82995,25.52995,21.82995,21.82995,21.82995,37.52995,40.52995,37.52995,22.52995,22.52995,25.52995
1999-01-20,25.62995,25.62995,25.62995,25.62995,25.62995,27.02995,25.52995,37.52995,37.52995,25.52995,22.02995,22.02995,22.02995,21.82995,21.82995,21.82995,21.82995,22.02995,37.52995,37.52995,37.52995,22.02995,25.52995,25.52995
1999-01-21,22.52995,22.52995,22.52995,22.52995,22.52995,27.02995,25.52995,25.52995,21.82995,21.82995,21.82995,25.52995,21.82995,27.52995,25.52995,25.52995,25.52995,27.52995,37.52995,37.52995,37.52995,37.52995,27.02995,25.52995
1999-01-22,21.82995,21.82995,21.82995,21.82995,21.82995,27.02995,21.82995,27.429949999999998,27.52995,27.429949999999998,21.82995,21.82995,21.82995,27.429949999999998,27.429949999999998,21.82995,21.82995,21.82995,21.82995,21.82995,21.82995,21.82995,27.02995,21.82995
1999-01-23,21.82995,21.82995,21.82995,21.82995,21.82995,27.02995,27.429949999999998,27.429949999999998,27.429949999999998,37.52995,37.52995,37.52995,37.52995,27.429949999999998,27.429949999999998,21.82995,21.82995,25.52995,27.429949999999998,37.52995,27.429949999999998,21.82995,21.82995,21.82995
1999-01-24,21.62995,21.62995,21.62995,21.62995,21.62995,21.62995,22.02995,25.52995,27.02995,27.429949999999998,27.429949999999998,27.52995,25.52995,27.02995,25.52995,22.02995,22.02995,22.02995,22.02995,25.52995,22.02995,21.72995,21.62995,22.02995
1999-01-25,21.51495,21.51495,21.51495,21.51495,21.51495,21.52995,21.52995,21.62995,21.62995,21.52995,21.52995,25.52995,27.429949999999998,25.52995,25.52995,25.52995,25.52995,25.52995,27.429949999999998,37.52995,25.52995,21.52995,25.52995,21.519949999999998
1999-01-26,21.519949999999998,21.519949999999998,21.519949999999998,21.519949999999998,21.52495,25.02995,25.52995,27.52995,37.52995,21.52995,25.02995,25.02995,21.52995,27.52995,25.52995,25.52995,27.52995,37.52995,37.52995,37.52995,37.52995,37.52995,25.52995,21.52495
1999-01-27,18.985,18.985,18.985,18.985,18.985,22.5,22.5,23.0,23.0,23.0,23.0,35.0,23.0,19.0,19.0,19.0,19.0,19.0,35.0,35.0,23.0,19.0,22.5,18.985
1999-01-28,18.99,18.985,18.985,18.985,18.985,18.985,18.985,23.0,18.985,18.985,18.985,18.985,18.985,23.0,23.0,18.985,18.985,18.985,23.0,35.0,23.0,18.985,23.0,18.99
1999-01-29,20.0,20.0,18.985,18.985,18.985,18.985,18.985,23.0,18.985,18.985,23.0,23.0,23.0,18.985,18.985,18.985,18.985,18.985,18.985,35.0,23.0,18.985,18.985,18.985
1999-01-30,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,23.0,23.0,23.0,23.0,24.0,18.985,18.985,18.985,18.985,19.0,18.985,35.0,23.0,18.985,23.0,19.0
1999-01-31,19.0,19.0,18.985,18.985,18.985,18.985,18.985,18.985,22.99,22.99,22.99,22.99,22.99,22.99,19.0,19.0,19.0,18.985,18.985,18.985,18.985,23.0,22.99,19.0
1999-02-01,24.37386,23.87386,23.87386,23.87386,23.08886,23.87386,23.87386,27.37386,27.37386,23.08886,23.08886,23.08886,23.08886,23.08886,23.87386,27.37386,27.37386,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,39.37386000000001,27.37386,24.37386
1999-02-02,23.973860000000002,23.973860000000002,23.973860000000002,23.973860000000002,23.08886,24.87386,38.87386000000001,24.87386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,22.87386,23.973860000000002
1999-02-03,23.17386,23.17386,23.17386,23.17386,23.17386,24.87386,24.87386,24.87386,24.87386,22.87386,22.87386,22.87386,22.87386,23.08886,23.08886,23.08886,23.08886,23.08886,37.87386000000001,39.37386000000001,37.87386000000001,23.08886,24.87386,22.87386
1999-02-04,23.17386,23.08886,23.08886,23.08886,23.17386,23.08886,38.87386000000001,38.87386000000001,39.37386000000001,23.08886,23.08886,25.38386,39.37386000000001,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,35.87386000000001,23.17386
1999-02-05,23.17386,23.08886,23.08886,23.08886,23.17386,23.08886,23.08886,23.08886,25.38386,25.38386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,37.87386000000001,39.37386000000001,23.08886,23.08886,23.17386,23.17386
1999-02-06,23.13386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,25.26386,38.87386000000001,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,23.08886,23.08886,23.13386,23.13386
1999-02-07,23.13386,23.13386,23.13386,23.08886,23.08886,22.313860000000002,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,24.87386,23.13386,23.13386
1999-02-08,23.08886,23.08886,23.08886,23.08886,23.13386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,25.87386,23.13386
1999-02-09,23.08886,23.08886,23.08886,23.08886,23.13386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,23.08886,23.08886,23.13386,23.13386
1999-02-10,23.08886,23.07386,23.07386,23.08886,23.08886,25.87386,23.08886,23.08886,23.08886,23.08886,23.08886,23.07386,23.07386,22.313860000000002,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.07386,23.07386,23.07386
1999-02-11,23.07386,22.67386,22.67386,22.67386,23.07386,23.07386,38.87386000000001,25.22286,38.87386000000001,22.67386,22.313860000000002,22.313860000000002,22.67386,23.07386,23.07386,23.07386,23.07386,23.07386,38.87386000000001,39.37386000000001,22.67386,23.07386,22.67386,22.313860000000002
1999-02-12,22.47386,22.313860000000002,22.313860000000002,22.47386,22.47386,22.313860000000002,22.67386,22.67386,22.67386,22.47386,22.313860000000002,22.313860000000002,22.313860000000002,22.67386,22.67386,22.67386,22.47386,22.67386,22.47386,39.37386000000001,38.87386000000001,22.67386,22.47386,22.313860000000002
1999-02-13,24.87386,24.87386,24.87386,24.87386,24.87386,22.313860000000002,22.47386,24.87386,25.42386,38.87386000000001,38.87386000000001,38.87386000000001,38.87386000000001,24.87386,24.87386,24.87386,24.87386,24.87386,22.47386,39.37386000000001,25.42386,25.87386,25.87386,24.87386
1999-02-14,22.47386,22.313860000000002,22.47386,22.47386,22.47386,22.313860000000002,22.313860000000002,22.313860000000002,24.77386,24.87386,24.87386,35.87386000000001,24.87386,24.77386,24.77386,22.313860000000002,22.313860000000002,22.313860000000002,24.87386,38.87386000000001,25.87386,24.77386,22.47386,22.47386
1999-02-15,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,24.77386,24.77386,24.77386,24.77386,24.77386,23.08886,24.77386,23.08886,24.77386,24.77386,24.77386,24.77386,24.77386,23.08886,39.37386000000001,23.08886,23.08886,22.313860000000002,22.313860000000002
1999-02-16,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,38.87386000000001,24.39386,24.39386,38.87386000000001,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,38.87386000000001,43.87386000000001,38.87386000000001,23.08886,22.313860000000002,22.313860000000002
1999-02-17,25.87386,25.87386,25.87386,22.313860000000002,22.313860000000002,24.473860000000002,23.08886,22.313860000000002,22.313860000000002,23.08886,23.08886,23.08886,23.08886,24.473860000000002,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,22.313860000000002,22.313860000000002
1999-02-18,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,39.37386000000001,39.37386000000001,39.37386000000001,39.37386000000001,22.313860000000002,22.313860000000002,22.313860000000002,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,23.08886,22.313860000000002,22.313860000000002,22.313860000000002
1999-02-19,24.87386,24.87386,24.87386,24.87386,22.313860000000002,22.313860000000002,38.87386000000001,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,38.87386000000001,38.87386000000001,38.87386000000001,38.87386000000001,23.08886,23.08886,23.08886,22.313860000000002,23.08886,25.87386,24.87386
1999-02-20,22.47386,22.47386,22.47386,22.47386,22.47386,22.47386,22.47386,24.86386,22.47386,22.47386,24.86386,24.86386,24.86386,39.37386000000001,38.87386000000001,38.87386000000001,24.86386,23.08886,23.08886,23.08886,23.08886,23.08886,22.47386,22.313860000000002
1999-02-21,22.313860000000002,22.313860000000002,22.313860000000002,22.47386,22.47386,22.47386,22.47386,22.47386,22.47386,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.31286,22.31286,22.313860000000002,24.86386,39.37386000000001,38.87386000000001,22.47386,22.47386,22.47386
1999-02-22,23.27386,23.27386,23.27386,23.27386,23.27386,38.87386000000001,22.31886,22.31886,22.31886,22.31886,22.31886,22.31886,22.31886,22.313860000000002,22.313860000000002,24.86886,22.313860000000002,24.86886,23.08886,23.08886,23.08886,23.08886,23.27386,23.08886
1999-02-23,24.87386,24.87386,22.313860000000002,24.87386,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.31286,22.311860000000003,22.311860000000003,22.311860000000003,22.31286,22.31286,23.08886,23.08886,23.08886,23.08886,24.87386,23.08886
1999-02-24,24.37386,24.37386,24.37386,24.37386,22.30886,22.313860000000002,22.31286,22.31286,22.31286,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,24.37386,24.37386,39.37386000000001,24.37386,22.313860000000002,24.87386,22.313860000000002
1999-02-25,22.311860000000003,22.311860000000003,22.311860000000003,22.311860000000003,23.87386,24.37386,24.37386,38.87386000000001,24.37386,24.37386,22.31286,22.31286,22.31286,22.313860000000002,22.313860000000002,22.313860000000002,24.37386,22.31286,24.37386,39.37386000000001,24.37386,22.313860000000002,22.311860000000003,22.313860000000002
1999-02-26,22.313860000000002,22.31286,22.31286,22.31286,22.31286,22.313860000000002,24.37386,24.37386,24.37386,24.37386,22.313860000000002,22.313860000000002,23.87386,24.37386,24.37386,23.87386,24.37386,24.37386,24.37386,39.37386000000001,24.37386,22.313860000000002,23.87386,22.313860000000002
1999-02-27,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.37386,22.37386,22.37386,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002
1999-02-28,22.311860000000003,22.311860000000003,22.30386,22.30386,22.30386,22.311860000000003,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,38.87386000000001,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002
1999-03-01,20.27053,20.27053,20.269530000000003,20.27053,20.409530000000004,20.409530000000004,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,21.849530000000005,20.409530000000004,20.409530000000004,38.909530000000004,38.409530000000004,20.409530000000004,21.849530000000005,20.269530000000003
1999-03-02,20.00953,20.00953,20.00953,20.268530000000002,20.268530000000002,20.27053,20.27053,20.269530000000003,20.269530000000003,20.269530000000003,20.269530000000003,20.269530000000003,20.269530000000003,20.27053,20.27053,20.27053,20.27053,20.269530000000003,38.409530000000004,38.909530000000004,38.909530000000004,20.27053,20.27053,20.269530000000003
1999-03-03,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.269530000000003,38.409530000000004,20.269530000000003,20.268530000000002,20.268530000000002,20.268530000000002,20.269530000000003,20.268530000000002,20.268530000000002,20.269530000000003,20.269530000000003,20.269530000000003,20.268530000000002,38.909530000000004,38.909530000000004,38.409530000000004,20.269530000000003,20.269530000000003,20.268530000000002
1999-03-04,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.27053,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,38.409530000000004,20.268530000000002,20.00953,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,38.409530000000004,38.909530000000004,38.909530000000004,20.27053,37.909530000000004,20.27053
1999-03-05,20.269530000000003,20.268530000000002,20.268530000000002,20.268530000000002,20.27053,20.268530000000002,20.268530000000002,20.269530000000003,38.409530000000004,20.269530000000003,20.25953,20.25953,20.25953,20.268530000000002,20.27053,20.27053,20.27053,20.27053,20.268530000000002,38.909530000000004,20.268530000000002,20.25953,20.25953,20.268530000000002
1999-03-06,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.26753,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.268530000000002,20.27053,36.28953,20.27053,20.268530000000002,20.268530000000002,20.268530000000002,20.27053,20.268530000000002,20.268530000000002,36.28953,20.268530000000002,20.27053,20.27053,35.409530000000004
1999-03-07,20.268530000000002,20.268530000000002,20.26753,20.26753,20.26753,20.26753,20.266530000000003,20.266530000000003,20.26753,20.26753,20.266530000000003,20.266530000000003,20.266530000000003,20.26753,20.266530000000003,20.266530000000003,20.266530000000003,20.266530000000003,20.266530000000003,20.266530000000003,20.266530000000003,20.26753,20.26753,20.00953
1999-03-08,35.409530000000004,35.409530000000004,20.25953,35.409530000000004,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.00953,20.00953,20.00953,20.27053,20.27053,20.27053,20.27053,20.25953,20.25953,40.512530000000005,20.25953,20.27053,20.00953,20.00953
1999-03-09,20.27053,35.27953,35.27953,20.008530000000004,20.25953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,38.409530000000004,35.27953,20.00953,20.268530000000002,20.00953
1999-03-10,20.269530000000003,20.269530000000003,20.269530000000003,20.269530000000003,20.25953,20.269530000000003,26.40953,26.40953,26.40953,26.40953,20.269530000000003,20.269530000000003,20.269530000000003,20.00953,20.00953,20.00953,20.00953,20.00953,20.269530000000003,20.269530000000003,20.269530000000003,20.00953,30.40953,26.40953
1999-03-11,20.27053,26.40953,20.27053,20.27053,20.27053,26.40953,20.27053,20.27053,20.27053,20.008530000000004,19.99753,19.99753,20.008530000000004,20.008530000000004,20.008530000000004,20.008530000000004,20.00953,20.00953,20.00953,20.27053,20.00953,20.008530000000004,20.008530000000004,19.95953
1999-03-12,20.00953,20.00953,20.00953,20.27053,24.409530000000004,24.409530000000004,20.27053,20.27053,20.27053,20.27053,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.00953,20.27053,20.27053,20.00953,20.00953,20.008530000000004
1999-03-13,19.99753,19.99753,19.99753,19.99753,20.27053,19.99753,19.99753,19.99753,19.99753,19.99753,19.99753,19.99753,20.27053,20.27053,20.27053,20.27053,19.99753,19.99753,19.99753,20.27053,19.99753,19.99753,19.99753,19.99753
1999-03-14,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,19.809530000000002,29.90953,19.99753,19.99753,29.90953,29.90953,29.90953,20.27053,29.90953,29.90953,29.90953,29.90953,19.99753,20.27053,20.27053,20.27053,20.27053,19.99753
1999-03-15,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,19.809530000000002,19.809530000000002,19.809530000000002,19.809530000000002,19.809530000000002,19.909530000000004,19.809530000000002,19.809530000000002,19.809530000000002,19.809530000000002,19.809530000000002,19.809530000000002,20.27053,35.409530000000004,20.27053,19.909530000000004,20.27053,19.909530000000004
1999-03-16,27.40953,20.269530000000003,20.269530000000003,20.269530000000003,27.40953,20.269530000000003,19.91053,19.91053,19.809530000000002,19.809530000000002,19.809530000000002,19.909530000000004,19.911530000000003,19.911530000000003,19.911530000000003,19.911530000000003,19.911530000000003,20.269530000000003,20.269530000000003,30.40953,20.269530000000003,19.911530000000003,27.40953,20.269530000000003
1999-03-17,19.911530000000003,19.911530000000003,19.91053,19.91053,25.409530000000004,35.409530000000004,20.27053,20.27053,20.27053,19.911530000000003,20.27053,20.27053,20.27053,19.911530000000003,19.91053,19.91053,20.27053,20.27053,20.27053,35.409530000000004,19.911530000000003,19.91053,25.409530000000004,19.911530000000003
1999-03-18,19.81053,19.81053,19.81053,19.81053,19.75953,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,26.40953,26.40953,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,26.40953,20.27053,19.81053,19.81053,19.81053
1999-03-19,20.27053,20.27053,20.27053,20.27053,19.81053,20.27053,19.81053,19.81153,19.81153,19.81153,19.81153,20.27053,19.81153,19.81153,19.81153,19.81053,19.81153,19.81153,19.909530000000004,20.27053,19.81153,19.909530000000004,20.27053,19.81153
1999-03-20,19.70953,19.70953,19.70953,19.70953,19.719530000000002,19.729530000000004,19.729530000000004,20.27053,20.27053,20.27053,20.27053,32.409530000000004,32.409530000000004,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,38.409530000000004,20.27053,20.27053,19.729530000000004,20.27053
1999-03-21,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,19.729530000000004,19.729530000000004,20.27053,19.909530000000004,19.719530000000002,19.719530000000002,19.719530000000002,19.719530000000002,20.27053,19.729530000000004,19.729530000000004,19.729530000000004,19.729530000000004,20.27053,19.909530000000004,19.719530000000002,20.27053,19.729530000000004
1999-03-22,19.909530000000004,19.729530000000004,19.729530000000004,19.729530000000004,19.729530000000004,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,38.409530000000004,20.27053,19.719530000000002,20.27053,19.719530000000002
1999-03-23,19.719530000000002,19.719530000000002,19.719530000000002,19.719530000000002,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,19.729530000000004,20.27053,19.909530000000004,19.909530000000004,20.27053,19.729530000000004,20.27053,20.27053,20.27053,19.719530000000002,20.27053,19.729530000000004
1999-03-24,19.70953,19.70953,19.70953,19.70953,18.50953,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,18.609530000000003,20.27053,43.909530000000004,20.27053,19.70953,20.27053,19.70953
1999-03-25,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.50953,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,36.409530000000004,36.409530000000004,38.409530000000004,38.909530000000004,38.409530000000004,38.909530000000004,20.27053,20.27053,43.909530000000004,20.27053,18.50953,20.27053,18.50953
1999-03-26,20.309530000000002,20.27053,20.27053,20.27053,18.609530000000003,36.409530000000004,18.609530000000003,18.609530000000003,20.27053,20.309530000000002,20.309530000000002,38.409530000000004,36.409530000000004,38.409530000000004,38.409530000000004,38.409530000000004,38.409530000000004,20.27053,20.27053,20.309530000000002,18.609530000000003,18.50953,20.27053,18.409530000000004
1999-03-27,20.27053,20.27053,20.27053,20.27053,20.27053,18.409530000000004,18.409530000000004,18.409530000000004,18.609530000000003,18.609530000000003,20.27053,20.27053,20.27053,20.27053,18.609530000000003,18.609530000000003,18.609530000000003,18.409530000000004,18.609530000000003,18.609530000000003,18.409530000000004,18.409530000000004,20.27053,20.27053
1999-03-28,20.27053,20.27053,18.609530000000003,18.609530000000003,18.70953,18.409530000000004,18.359530000000003,18.409530000000004,18.409530000000004,18.359530000000003,18.359530000000003,18.359530000000003,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.70953,18.609530000000003,18.50953,18.609530000000003,20.27053,20.27053
1999-03-29,18.609530000000003,18.609530000000003,18.609530000000003,18.609530000000003,18.609530000000003,20.27053,18.609530000000003,18.609530000000003,18.609530000000003,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,18.409530000000004,20.27053,18.409530000000004,20.27053,20.27053,20.27053
1999-03-30,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,18.409530000000004,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,20.27053,36.409530000000004,38.409530000000004,20.27053,20.27053,18.361530000000002,18.409530000000004,18.409530000000004,18.409530000000004
1999-03-31,20.27053,20.27053,20.27053,20.27053,20.27053,18.409530000000004,20.27053,18.70953,20.27053,20.27053,20.27053,36.409530000000004,20.27053,20.27053,20.27053,18.361530000000002,18.361530000000002,20.27053,18.361530000000002,18.361530000000002,18.359530000000003,20.27053,20.27053,20.27053
1999-04-01,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,19.93196,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096,21.85096
1999-04-02,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.873960000000004,19.93196,21.85096,19.93196,19.873960000000004,19.93196,19.873960000000004
1999-04-03,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,19.93196,20.101960000000002,20.101960000000002,19.93196,19.93196,21.85096,19.93196,19.93196,19.93196,19.93196,19.93196,19.873960000000004,21.85096,21.85096,21.85096,19.93196,19.93196,19.93196
1999-04-04,19.93296,19.93296,19.93296,19.93296,19.93296,19.93296,19.93196,19.93296,19.93296,19.93196,19.93296,19.93296,19.93296,19.93296,19.93296,19.93196,19.93196,19.873960000000004,19.93196,21.85096,19.93196,19.93296,19.873960000000004,19.93296
1999-04-05,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,20.101960000000002,27.10196,27.10196,27.10196,28.101960000000005,28.101960000000005,28.101960000000005,27.10196,28.101960000000005,28.101960000000005,28.101960000000005,28.101960000000005,27.10196,28.101960000000005,27.10196,21.85096,21.85096,19.93196
